Namespace(modes=12, res1d=30, width=64, seed=0)
(120, 2) (2000, 120) (2000, 861) (861, 2)
torch.Size([2000, 120, 1]) torch.Size([2000, 861, 1]) torch.Size([2000, 120, 2]) torch.Size([2000, 861, 2])
5920385 47234
0 2.775123208761215 2.2137722095690275 0.973030776977539
1 1.0626931935548782 0.8314073542544717 0.6202930831909179
2 1.064225347712636 0.47545949433979234 0.24948394775390625
3 1.0634232126176357 0.3926812141820004 0.24979469299316406
4 1.0625043287873268 0.4973116724114669 0.4749652099609375
5 1.0630681365728378 0.3113468501442357 0.30882015228271487
6 1.0640140604227781 0.20034191633525647 0.28000625610351565
7 1.0629868749529123 0.21218672852767143 0.11444684982299805
8 1.063048992305994 0.10776776665135433 0.08818350791931152
9 1.0624944306910038 0.08225250570397628 0.05883810520172119
10 1.0640202220529318 0.09130746289303428 0.062277393341064455
11 1.062403291463852 0.07959110837233695 0.12546478271484374
12 1.0625098701566458 0.13191444698132967 0.11807623863220215
13 1.0622124020010233 0.11007461673335026 0.07078903675079345
14 1.0617127753794193 0.10242991748609041 0.06467474460601806
15 1.0638812109827995 0.057666301476327994 0.044313211441040036
16 1.0617951806634665 0.0523969608859012 0.05554493904113769
17 1.0626353360712528 0.056929872914364466 0.06148841857910156
18 1.0620040204375982 0.07705654395254034 0.08029712677001953
19 1.0623527858406305 0.05827400333002994 0.04741652965545654
20 1.0635501090437174 0.05307035433618646 0.042938761711120606
21 1.0623274557292461 0.08000832156131142 0.07475833415985107
22 1.0617800503969193 0.0743937587738037 0.08609303474426269
23 1.0624018162488937 0.08204861339769866 0.0741010046005249
24 1.0619036816060543 0.07857654119792737 0.07498152732849121
25 1.0624902956187725 0.0699772518559506 0.048656063079833986
26 1.0618828441947699 0.060688887646323755 0.053955092430114746
27 1.063861159607768 0.04097884567160356 0.046485681533813474
28 1.0624285358935595 0.04037000994933279 0.05316889762878418
29 1.0618913881480694 0.04127699801796361 0.04127577781677246
30 1.0630369260907173 0.05731403137508192 0.06646803379058838
31 1.0622461028397083 0.057290893102947035 0.03938798427581787
32 1.0633515566587448 0.04329143335944728 0.04984049797058106
33 1.0626136008650064 0.04520980182446931 0.08474998474121094
34 1.0625791978091002 0.057158578947970745 0.057459239959716794
35 1.0640107616782188 0.04460804211465936 0.03987847805023193
36 1.0620832480490208 0.056672952300623844 0.04998486518859863
37 1.0624303296208382 0.05718491403680099 0.04256165504455566
38 1.0622024815529585 0.057314968862031634 0.04748750686645508
39 1.0634837932884693 0.05703634023666382 0.05999537467956543
40 1.0621492732316256 0.06170443434464304 0.05568855285644531
41 1.0623470041900873 0.050098301736932055 0.037287659645080566
42 1.0631925873458385 0.04497657374331826 0.03770727396011352
43 1.062107713893056 0.03697028837705913 0.030379281044006348
44 1.0646947529166937 0.04042574706830476 0.0315565824508667
45 1.0628144778311253 0.04634129561875996 0.04117536067962647
46 1.062764085829258 0.05138375169352481 0.07399843215942382
47 1.0620927568525076 0.05487546544325979 0.05640594005584717
48 1.062806323170662 0.03643045914800543 0.035318284034729
49 1.0634325575083494 0.0397732915376362 0.03374812126159668
50 1.0627394001930952 0.04043369067342658 0.03290869474411011
51 1.0630077812820673 0.041329347334410016 0.030634357929229736
52 1.0634246617555618 0.047699934181414154 0.04931419372558594
53 1.0625145584344864 0.042114603895890085 0.03346801996231079
54 1.0626180209219456 0.029504861580698115 0.041654868125915526
55 1.0645334105938673 0.03220524386355751 0.03704379796981812
56 1.0636345874518156 0.03731579730385228 0.029206695556640624
57 1.0626765210181475 0.034884563119787916 0.04140650749206543
58 1.0626511741429567 0.04625353675139578 0.029738929271697998
59 1.0622929818928242 0.030812630653381346 0.0367431902885437
60 1.0624473635107279 0.04001913773386102 0.04116352558135986
61 1.0666339788585901 0.05102618644112035 0.11691855430603028
62 1.0769059360027313 0.04749425599449559 0.03483896732330322
63 1.0654658693820238 0.04064104782907586 0.06265871047973633
64 1.0624059326946735 0.04134303268633391 0.02945054054260254
65 1.0630970876663923 0.030272382936979595 0.03009807825088501
66 1.0623480137437582 0.03520055708132292 0.03972522258758545
67 1.062311926856637 0.04257483419619108 0.03839334011077881
68 1.0622140523046255 0.05081840050847907 0.03196629047393799
