Namespace(modes=12, res1d=30, width=64, seed=1)
(120, 2) (2000, 120) (2000, 861) (861, 2)
torch.Size([2000, 120, 1]) torch.Size([2000, 861, 1]) torch.Size([2000, 120, 2]) torch.Size([2000, 861, 2])
5920385 47234
0 2.7869029957801104 3.13283277812757 1.0110777282714845
1 1.066790783777833 0.8053854651200144 0.5469648742675781
2 1.0682568848133087 0.42617828770687705 0.2733505821228027
3 1.0639434345066547 0.25494765331870634 0.15638691902160645
4 1.0680122263729572 0.17206398813348067 0.14250843048095704
5 1.0652409587055445 0.1338172947733026 0.09290180206298829
6 1.0640587322413921 0.11540571815089176 0.12311208724975586
7 1.0643415916711092 0.10790996576610365 0.07748498916625976
8 1.0644763261079788 0.09064158163572612 0.10544395446777344
9 1.0629800371825695 0.09581228532289204 0.07177685737609864
10 1.0648775175213814 0.08137989194769608 0.08649297714233399
11 1.064165512099862 0.08405852794647217 0.05941332340240479
12 1.0626977980136871 0.07421301314705296 0.057449960708618165
13 1.0629734750837088 0.06441135531977603 0.07192412376403809
14 1.0632946379482746 0.06411831981257389 0.04586406707763672
15 1.0659067276865244 0.07036147594451904 0.07611420631408691
16 1.0623673498630524 0.06513624241477564 0.04746726989746094
17 1.0640544835478067 0.06092205474251195 0.04457104206085205
18 1.0632670670747757 0.06857615822239926 0.10103243827819824
19 1.0636401567608118 0.09618328847383198 0.11737733840942383
20 1.0632382929325104 0.09129750828993947 0.0607220983505249
21 1.065702073276043 0.09192785965768914 0.1028851318359375
22 1.0635758265852928 0.0917759845131322 0.08002387046813965
23 1.0638843532651663 0.06151650453868665 0.04656925201416016
24 1.0644062031060457 0.04490699529647827 0.04669851303100586
25 1.0644949693232775 0.048267399009905364 0.055126829147338866
26 1.0625529773533344 0.06632844699056525 0.07721462249755859
27 1.0629848279058933 0.06626584755746942 0.0365193772315979
28 1.0617930125445127 0.04551273973364579 0.05572275161743164
29 1.062902793288231 0.05135267207497045 0.041641826629638674
30 1.0622918773442507 0.04594376564025879 0.03633546352386475
31 1.0628666263073683 0.06028246879577637 0.05305992126464844
32 1.0625463761389256 0.039263345567803636 0.02861783027648926
33 1.062731372192502 0.03497874435625578 0.025904595851898193
34 1.0650637652724981 0.04553251806058382 0.041615896224975586
35 1.0639766063541174 0.03870070595490305 0.024885363578796386
36 1.0658631157130003 0.03777714026601691 0.06239805221557617
37 1.0623968243598938 0.06310231547606619 0.04885890483856201
38 1.063564283773303 0.04274199146973459 0.033529229164123535
39 1.0643913242965937 0.04531799040342632 0.03906703233718872
40 1.064492965117097 0.0443375657734118 0.05726673126220703
41 1.0660935565829277 0.05962086050133956 0.05193199157714844
42 1.0649226922541857 0.04399354370016801 0.03587135314941406
43 1.0624224934726954 0.03396129181510524 0.02542576313018799
44 1.0635601244866848 0.0320190493684066 0.022829318046569826
45 1.063864978030324 0.03498682674608732 0.024427213668823243
46 1.062361117452383 0.03269478935944407 0.03424100399017334
47 1.06217660009861 0.05025448974810148 0.03672829627990723
48 1.065321048721671 0.03932673466833014 0.04691534042358399
49 1.0631573013961315 0.04916701028221532 0.03587701559066772
50 1.0622235592454672 0.03641758241151508 0.03855372667312622
51 1.0632555354386568 0.028641131551642166 0.024127702713012695
52 1.0637481268495321 0.02919278947930587 0.027987239360809327
53 1.0643714480102062 0.04351719856262207 0.04494244575500488
54 1.0639781095087528 0.03916343023902492 0.0323156213760376
55 1.0673458259552717 0.05902139287245901 0.10839662551879883
56 1.062759142369032 0.08650187944111071 0.05768183708190918
57 1.0622281692922115 0.0515578482025548 0.04244847297668457
58 1.064239850267768 0.036183600300236755 0.047456607818603516
59 1.0669648814946413 0.1023711109161377 0.09961155891418456
60 1.06389763019979 0.060575450094122636 0.03996809482574463
61 1.062898775562644 0.0361502006179408 0.039596261978149416
62 1.062710763886571 0.031328493544929906 0.038178658485412596
63 1.06219975464046 0.03323864961925306 0.030020737648010255
64 1.0643581226468086 0.035156488544062565 0.03933801651000977
65 1.0629841964691877 0.041757154213754755 0.0643808364868164
66 1.0637962576001883 0.05581704892610249 0.05245047092437744
67 1.0638769809156656 0.051621927336642615 0.050127410888671876
68 1.0617992840707302 0.036501959123109516 0.025980234146118164
