Namespace(modes=12, res1d=30, width=64, seed=3)
(120, 2) (2000, 120) (2000, 861) (861, 2)
torch.Size([2000, 120, 1]) torch.Size([2000, 861, 1]) torch.Size([2000, 120, 2]) torch.Size([2000, 861, 2])
5920385 47234
0 1.345753736793995 4.222498658832751 1.4660797119140625
1 1.0674003511667252 0.9851726050125925 0.7366828155517579
2 1.066837813705206 0.5581603261044151 0.41299049377441405
3 1.0676222369074821 0.30407825971904556 0.2106770896911621
4 1.0662171225994825 0.2617377943741648 0.1792428970336914
5 1.0663248430937529 0.16593296803926166 0.1191434097290039
6 1.0680402498692274 0.12657018209758558 0.10963140487670898
7 1.0668034795671701 0.11998729153683312 0.1280626678466797
8 1.0666196662932634 0.10053934197676809 0.1255488681793213
9 1.0663243122398853 0.10784744714435777 0.09473344802856445
10 1.067051187157631 0.08835122836263556 0.08041926383972169
11 1.0660638939589262 0.09210146176187615 0.0699906063079834
12 1.078793516382575 0.07635083976544832 0.05935931205749512
13 1.072829220443964 0.09223798626347592 0.10558509826660156
14 1.066560434177518 0.1324275433389764 0.09682956695556641
15 1.0673983078449965 0.07580181071632787 0.055650854110717775
16 1.0658106189221144 0.08716986480512118 0.12231536865234376
17 1.0664070192724466 0.08804422830280505 0.07231953144073486
18 1.0656233876943588 0.0733281303706922 0.08253593444824218
19 1.0665472224354744 0.0605991308312667 0.04898813247680664
20 1.0670448131859303 0.05340599838056062 0.04301848411560059
21 1.0661862343549728 0.05166763305664063 0.06110114097595215
22 1.0663091950118542 0.0525687827562031 0.07318520069122314
23 1.066239895299077 0.0774572912015413 0.07819231033325195
24 1.0666135158389807 0.06780358791351318 0.07641731262207031
25 1.067210664972663 0.05439021185824745 0.061100192070007324
26 1.0668789837509394 0.045557678749686796 0.03906826972961426
27 1.067903883755207 0.044828105976707056 0.055644283294677736
28 1.0663372464478016 0.0463476636535243 0.04859766483306885
29 1.0659088045358658 0.043915017278570875 0.045999059677124025
30 1.0667559821158648 0.04707025013471904 0.03783232927322388
31 1.0665820352733135 0.04171888389085469 0.031052007675170898
32 1.0662581771612167 0.04811369594774748 0.05412253856658936
33 1.0671287924051285 0.04944718837738037 0.04340965747833252
34 1.0661362707614899 0.04356283890573602 0.03519217491149902
35 1.0674658715724945 0.04207123229378148 0.039807090759277346
36 1.0660578943789005 0.03935840782366301 0.041846847534179686
37 1.0665447060018778 0.050336444126932244 0.035954086780548095
38 1.0658021531999111 0.04318694742102372 0.03452840805053711
39 1.0668039321899414 0.04415822807111238 0.036903600692749026
40 1.066251777112484 0.04321971441570081 0.06674436569213867
41 1.0659646168351173 0.05312352745156539 0.03698575019836426
42 1.0671528466045856 0.0399816316052487 0.03063070297241211
43 1.0658923219889402 0.04508901282360679 0.03785955429077149
44 1.0675616133958101 0.039599411487579346 0.05698911666870117
45 1.0663207452744246 0.04828239152306005 0.04048674106597901
46 1.0664183590561152 0.03654389193183497 0.02896759033203125
47 1.066079143434763 0.032176502880297206 0.03507374048233032
48 1.0661496445536613 0.06007280713633487 0.06371747016906738
49 1.0667512137442827 0.06993576903092234 0.060561723709106445
50 1.0665487740188837 0.04726097596319098 0.034704992771148684
51 1.0663759503513575 0.03282449847773502 0.045397043228149414
52 1.0670858807861805 0.04459326656241166 0.06563017845153808
53 1.0663194619119167 0.04406674811714574 0.028174796104431153
54 1.0661544241011143 0.04003495015596088 0.028087108135223388
55 1.0673607047647238 0.032268306205147194 0.03191092014312744
56 1.0667844954878092 0.038337639131044085 0.03375267267227173
57 1.0661986377090216 0.03195506974270469 0.03722139835357666
58 1.0665817148983479 0.036252665645197815 0.033069725036621096
59 1.0661998093128204 0.034403817528172544 0.02861565351486206
60 1.0661459993571043 0.035261709313643606 0.03576518058776856
61 1.066054094582796 0.03303888396212929 0.03847806215286255
62 1.0670550838112831 0.037565618565208035 0.05283562183380127
63 1.0664488580077887 0.047282456096849945 0.0435377836227417
64 1.0661296788603067 0.04176817392048083 0.030908591747283935
65 1.0670265089720488 0.04478995172600997 0.04245059013366699
66 1.0664285384118557 0.04300853917473241 0.03771306037902832
67 1.0663333404809237 0.05874492933875636 0.059510726928710934
68 1.0664757955819368 0.041952039442564315 0.036021156311035155
